Name,Gender,Age,City,State,Country,Join_Date,Income,Income_Group,Education,Marital_Status,Number_of_Children,Churn_Flag,customer_id
Shelby White,Female,58,East Jameshaven,New Jersey,USA,5/13/2023,53701.43,Lower-Middle,High School,Married,3,0,1223
Melissa Burns,Female,48,Lake Ashleyside,Hawaii,USA,9/22/2020,74343.41,Middle,Master's,Single,2,0,1224
Ashley Edwards,Female,73,South Kaylamouth,South Dakota,USA,5/4/2020,67709.04,Middle,Master's,Married,1,0,1225
Elizabeth Malone,Male,43,North Jeffrey,Montana,USA,4/25/2021,53444.38,Lower-Middle,Master's,Divorced,1,0,1226
Anthony Little,Female,56,Johnsonbury,New Mexico,USA,12/13/2021,74572.02,Middle,Associate Degree,Single,0,1,1227
Rodney Shaffer,Male,55,Lake John,South Carolina,USA,8/28/2024,65538.49,Middle,High School,Married,1,0,1228
Aaron Escobar,Male,44,East Tracey,Texas,USA,9/26/2020,35089.62,Lower-Middle,Associate Degree,Married,0,0,1229
Marcus Rodriguez,Female,57,East Anthony,New Hampshire,USA,3/3/2025,45116.61,Lower-Middle,High School,Married,2,0,1230
Mercedes Owens,Female,35,Schmidtport,Hawaii,USA,8/15/2024,40059.16,Lower-Middle,Bachelor's,Married,1,1,1231
Janice Warren,Female,28,Alicetown,Connecticut,USA,2/3/2021,75468.01,Middle,High School,Married,0,0,1232
Michelle Nguyen,Female,42,Williamsbury,Virginia,USA,1/10/2022,49467.77,Lower-Middle,Bachelor's,Single,3,0,1233
Robert Green MD,Female,69,Angelastad,Washington,USA,5/20/2023,69407.58,Middle,Associate Degree,Married,2,1,1234
Heather Weber,Female,44,Muellerchester,Montana,USA,6/18/2023,92578.09,Upper-Middle,Associate Degree,Divorced,1,0,1235
Maria Mason,Female,49,West Angela,West Virginia,USA,10/3/2024,71912.02,Middle,Associate Degree,Married,1,1,1236
Ernest Jennings,Female,49,Kennedystad,Delaware,USA,12/8/2024,53715.46,Lower-Middle,Master's,Married,0,0,1237
Melissa Wells,Male,29,Pooletown,New York,USA,10/2/2021,48844.86,Lower-Middle,Bachelor's,Married,0,0,1238
John Lawson,Female,40,Lake Veronica,New York,USA,5/15/2021,55404.79,Lower-Middle,Associate Degree,Married,1,0,1239
John Gray,Female,53,Snowfort,Wyoming,USA,2/15/2021,44583.57,Lower-Middle,Bachelor's,Married,2,0,1240
Justin Thomas,Male,72,Lake Bobbyton,Utah,USA,5/13/2022,42832.77,Lower-Middle,Bachelor's,Single,1,0,1241
Joseph Rodriguez,Female,31,East Jenniferport,Ohio,USA,1/3/2025,47925.53,Lower-Middle,Associate Degree,Married,3,0,1242
Anthony Huff,Male,41,North Douglaston,Tennessee,USA,12/18/2024,67983.15,Middle,PhD,Single,0,0,1243
Chris Ford,Male,27,Jillmouth,Washington,USA,5/12/2024,52187.13,Lower-Middle,Bachelor's,Single,3,0,1244
Caleb Erickson,Female,34,New Margaret,Rhode Island,USA,9/25/2020,56620.74,Lower-Middle,Bachelor's,Single,1,0,1245
Michelle Brown,Male,40,East Ricardo,Nebraska,USA,7/22/2020,67037.8,Middle,High School,Single,2,0,1246
Deborah Walker,Male,46,Port Ashleybury,West Virginia,USA,5/4/2023,70908.56,Middle,High School,Married,1,0,1247
Lisa Berg,Male,34,Millermouth,Idaho,USA,7/19/2021,31060.34,Lower-Middle,Bachelor's,Divorced,0,0,1248
Chelsea Garcia,Male,34,South Warren,West Virginia,USA,4/26/2021,34150.01,Lower-Middle,Master's,Married,2,1,1249
Dr. Megan Potter DDS,Female,56,North Georgemouth,Utah,USA,2/1/2025,54209.52,Lower-Middle,Bachelor's,Married,1,0,1250
David Murray,Male,71,Hernandezview,Texas,USA,2/8/2024,43277.77,Lower-Middle,High School,Married,1,1,1251
Michael Keller,Female,38,Tylermouth,Delaware,USA,11/29/2023,72818.04,Middle,Bachelor's,Single,1,0,1252
Sarah Flynn,Male,52,North Nicholas,West Virginia,USA,9/30/2020,53042.27,Lower-Middle,Master's,Divorced,1,0,1253
Amanda Clayton,Male,35,Lake Brianna,Nebraska,USA,3/6/2025,86964.18,Middle,Bachelor's,Single,4,0,1254
Danny Valdez,Male,67,Robinmouth,Oregon,USA,3/26/2024,52681.24,Lower-Middle,Master's,Single,0,0,1255
Walter Frazier,Male,51,Davidbury,Indiana,USA,3/6/2021,64629.34,Middle,Master's,Single,3,0,1256
Joel Cox,Female,58,Scotttown,Pennsylvania,USA,12/27/2024,49994.1,Lower-Middle,High School,Divorced,2,0,1257
David Collins,Female,23,Port Barbaramouth,Washington,USA,1/10/2025,67313.96,Middle,Bachelor's,Married,0,0,1258
Jason Holt,Male,48,Wagnerland,Alabama,USA,11/28/2024,67644.01,Middle,High School,Married,2,0,1259
Kayla Johnson,Male,45,North Williammouth,Florida,USA,10/9/2023,73316.25,Middle,High School,Divorced,2,0,1260
Eric Bender,Female,37,New Natasha,Pennsylvania,USA,5/10/2022,57985.79,Lower-Middle,Associate Degree,Married,0,0,1261
Debra Brown,Male,35,New Kevinport,Wisconsin,USA,2/28/2025,79055.2,Middle,High School,Widowed,1,0,1262
Robert Castillo,Male,47,Coopershire,New Hampshire,USA,12/21/2020,64494.47,Middle,High School,Married,0,0,1263
Alice Olsen,Male,53,Port Monicaland,Ohio,USA,12/13/2020,50352.72,Lower-Middle,High School,Married,1,1,1264
Barbara Johnson,Female,21,South Cathyfort,Idaho,USA,4/3/2022,50459.89,Lower-Middle,Bachelor's,Single,1,0,1265
Ashley Bush,Female,47,Whitefurt,North Dakota,USA,3/11/2024,70932.34,Middle,High School,Single,0,0,1266
Alexis Fox,Female,31,South Casey,Rhode Island,USA,11/15/2024,78963.9,Middle,Bachelor's,Married,0,0,1267
Angel Williamson,Male,29,Sloanfort,Louisiana,USA,4/20/2025,43169.06,Lower-Middle,Bachelor's,Married,1,0,1268
Justin Contreras,Male,49,Lake Connie,Virginia,USA,12/10/2020,71264.71,Middle,PhD,Single,3,0,1269
Stephanie Houston,Female,37,North Billyfurt,Michigan,USA,1/24/2025,37704.66,Lower-Middle,High School,Single,1,0,1270
Jennifer Gilbert,Female,42,West Marychester,Utah,USA,5/26/2022,50737.75,Lower-Middle,Bachelor's,Divorced,3,0,1271
Matthew Shea,Female,39,Michaelton,Kentucky,USA,11/10/2022,67346.01,Middle,Bachelor's,Married,2,0,1272
Margaret Goodwin,Female,50,Port Louis,Maine,USA,9/3/2021,47287.31,Lower-Middle,High School,Single,1,0,1273
Melody Nelson,Male,43,New Rachelside,New Hampshire,USA,9/6/2024,81986.31,Middle,Master's,Married,1,0,1274
Gilbert King,Female,71,Henryton,New York,USA,5/2/2023,69128.7,Middle,Bachelor's,Single,4,0,1275
Ronald Lee,Male,39,Lake Shannonside,Arkansas,USA,3/15/2021,42277.15,Lower-Middle,Associate Degree,Married,1,0,1276
Brian Howard,Female,54,Port Matthewmouth,Michigan,USA,9/22/2023,69831.98,Middle,Bachelor's,Widowed,4,1,1277
Michael Leonard,Male,35,South Dominique,Nevada,USA,3/18/2022,40194.47,Lower-Middle,Associate Degree,Married,2,0,1278
Jordan Jimenez,Female,45,Benjaminland,Connecticut,USA,3/5/2023,60055.49,Middle,Bachelor's,Single,0,0,1279
Amanda Anderson,Female,46,East Victoriamouth,Arizona,USA,12/12/2023,73159.8,Middle,Associate Degree,Single,3,0,1280
Anthony Cole,Female,38,Lake Shannon,Kentucky,USA,7/14/2020,70639.48,Middle,Associate Degree,Married,2,0,1281
Kendra Willis,Female,43,New Valerieton,South Dakota,USA,9/8/2024,58704.73,Lower-Middle,Associate Degree,Single,0,0,1282
Lori Weber,Male,36,Sarahstad,Arizona,USA,2/4/2023,54835.65,Lower-Middle,Associate Degree,Widowed,0,0,1283
James Krueger,Female,18,Lopezborough,Louisiana,USA,3/17/2021,42633,Lower-Middle,High School,Married,0,0,1284
Tammy Farmer,Male,33,South Hannah,New Jersey,USA,6/14/2021,62738.9,Middle,Associate Degree,Married,3,0,1285
Samantha Rivera,Male,52,Mcintoshview,Connecticut,USA,3/19/2025,72067.32,Middle,High School,Single,1,0,1286
Kyle Madden,Male,56,Colleenmouth,Nebraska,USA,4/22/2025,90970.9,Upper-Middle,Associate Degree,Married,1,0,1287
Holly Brown,Male,36,Lake Tinahaven,Indiana,USA,1/19/2025,53158.01,Lower-Middle,Bachelor's,Married,1,0,1288
Carlos Duran,Female,41,New Robert,Nebraska,USA,5/24/2020,72699.97,Middle,Bachelor's,Married,2,1,1289
Peter Hale,Male,22,Port Anthonyburgh,Hawaii,USA,5/10/2024,71467.14,Middle,Master's,Divorced,1,0,1290
Anthony Jones,Male,34,South Suzanne,Alaska,USA,4/25/2024,52852.63,Lower-Middle,Bachelor's,Married,1,0,1291
Justin Sheppard,Male,56,Markburgh,Hawaii,USA,11/28/2023,70814.49,Middle,High School,Single,3,0,1292
Erica Smith,Female,48,West Michelle,Florida,USA,3/28/2025,47754.69,Lower-Middle,Bachelor's,Married,0,0,1293
Laura Reynolds,Female,33,Markmouth,Arkansas,USA,1/18/2021,63855.31,Middle,PhD,Divorced,1,0,1294
Jeremiah Solomon,Female,35,Port Patrickfurt,Vermont,USA,2/6/2023,56830.6,Lower-Middle,Master's,Widowed,2,0,1295
Joseph Beasley,Female,58,West Danielbury,New Mexico,USA,10/15/2024,66653.25,Middle,Bachelor's,Single,0,1,1296
Anthony Beltran,Male,33,Meghanport,North Carolina,USA,7/15/2020,67847.52,Middle,Associate Degree,Single,1,0,1297
Taylor Jackson,Male,38,Robertmouth,Missouri,USA,2/15/2025,52069.17,Lower-Middle,Associate Degree,Married,3,0,1298
Kayla Robinson,Female,51,Novakmouth,Kentucky,USA,12/6/2024,59854.9,Lower-Middle,Bachelor's,Married,0,1,1299
Angela Levy,Male,46,East Alan,Pennsylvania,USA,10/13/2021,58070.51,Lower-Middle,Bachelor's,Single,0,0,1300
Ruth Carroll,Male,43,South Mary,Ohio,USA,9/30/2024,43658.08,Lower-Middle,Master's,Married,4,0,1301
Nancy Ortiz DDS,Male,64,Lake Isaiahberg,South Carolina,USA,7/25/2020,54453.29,Lower-Middle,Master's,Single,2,1,1302
John Hicks,Female,33,South Jeffreybury,New Hampshire,USA,10/19/2021,51314.27,Lower-Middle,Bachelor's,Single,1,0,1303
Carlos Jackson,Female,54,Fordview,Oregon,USA,10/27/2023,43093.41,Lower-Middle,Bachelor's,Married,2,1,1304
Brandon Wright,Male,30,Medinatown,New Jersey,USA,2/6/2024,47942.64,Lower-Middle,High School,Divorced,1,0,1305
Lauren Warner,Female,49,Port Sethmouth,Maryland,USA,1/23/2021,56126.15,Lower-Middle,Bachelor's,Married,2,1,1306
Tracy Fleming,Female,62,North Josephmouth,Nevada,USA,1/13/2025,60825.36,Middle,Bachelor's,Married,2,0,1307
Lauren Briggs,Female,43,North Katherine,Ohio,USA,3/12/2025,41344.87,Lower-Middle,Master's,Single,1,0,1308
Gary Brown,Female,53,South Jamesbury,Washington,USA,4/18/2024,78004.49,Middle,Associate Degree,Married,1,0,1309
Craig Perez,Female,59,Davidstad,New Hampshire,USA,1/14/2021,69200.22,Middle,High School,Divorced,6,0,1310
Philip Chandler,Male,29,Jonesland,Delaware,USA,11/21/2022,58722,Lower-Middle,High School,Widowed,0,0,1311
Sarah Martin,Female,52,Christyfort,North Dakota,USA,3/2/2024,41716.13,Lower-Middle,Associate Degree,Single,3,0,1312
Erin Burton,Male,66,West Laurenstad,Tennessee,USA,12/21/2023,56811.78,Lower-Middle,Bachelor's,Single,3,1,1313
Kelly Wright,Male,47,East Christine,Rhode Island,USA,9/17/2023,55901.13,Lower-Middle,Bachelor's,Divorced,2,0,1314
Robert Pennington,Female,32,South Deborah,New Mexico,USA,6/7/2020,43792.83,Lower-Middle,Bachelor's,Divorced,2,1,1315
Benjamin Williams,Male,29,Bendertown,Alabama,USA,3/11/2025,42573.66,Lower-Middle,Bachelor's,Divorced,2,0,1316
Tara Edwards,Male,35,Kennethfort,Maryland,USA,8/25/2021,71496.87,Middle,Master's,Single,1,0,1317
Jeffery Patterson,Male,27,East Paul,Wyoming,USA,12/30/2024,55140.01,Lower-Middle,Bachelor's,Married,1,0,1318
Jacob Long,Female,45,Stephanieview,Maryland,USA,1/28/2022,73283.55,Middle,Master's,Single,2,0,1319
Sandra Price,Female,25,Mcdonaldton,Wyoming,USA,4/15/2025,59802.45,Lower-Middle,Bachelor's,Married,3,0,1320
Rachel Smith,Male,34,West Daniel,Ohio,USA,12/24/2024,71275.19,Middle,High School,Single,1,0,1321
Rebecca Berry,Female,42,Chadshire,South Dakota,USA,5/31/2022,70774.9,Middle,PhD,Married,1,0,1322
Brian Watts,Female,43,Rogersmouth,Nevada,USA,4/13/2024,66999.89,Middle,High School,Single,2,0,1323
John Cobb,Female,47,Alanborough,Indiana,USA,10/4/2024,77739.34,Middle,Associate Degree,Single,0,1,1324
Ashley Melton,Female,52,New Erica,Nevada,USA,1/19/2023,61504.93,Middle,Master's,Single,1,0,1325
Robert Barnes,Male,23,West Melissashire,Hawaii,USA,2/12/2022,37578.97,Lower-Middle,Associate Degree,Single,1,0,1326
Laura Gonzales,Male,26,Lewisburgh,Louisiana,USA,11/6/2022,39971.77,Lower-Middle,Bachelor's,Married,0,0,1327
Justin Torres,Female,25,Lake Johnburgh,Pennsylvania,USA,5/15/2021,50208.01,Lower-Middle,Master's,Married,1,0,1328
John Lee,Female,42,North Jadefurt,Maryland,USA,1/28/2025,71129.22,Middle,Master's,Single,1,0,1329
Jessica Christensen,Male,22,New Angela,Missouri,USA,7/7/2024,53999.17,Lower-Middle,Bachelor's,Married,1,0,1330
Christopher Estes,Male,54,Port Gabrielfurt,Hawaii,USA,7/8/2023,63079.62,Middle,Bachelor's,Married,2,0,1331
Rachel Parsons,Female,34,Brendaville,New Jersey,USA,6/3/2023,68035.15,Middle,High School,Widowed,1,0,1332
Michele Watkins,Male,68,Raymondshire,Rhode Island,USA,3/28/2025,62466.04,Middle,Bachelor's,Married,2,0,1333
Lisa Gill,Female,44,Hoffmanberg,Wisconsin,USA,1/30/2025,25633.08,Low,Bachelor's,Widowed,0,1,1334
Andrea Smith,Female,42,North Brian,Kentucky,USA,6/3/2023,42196.3,Lower-Middle,Bachelor's,Single,1,0,1335
Patrick Johnson,Male,56,Samuelport,Delaware,USA,3/14/2022,86488.73,Middle,High School,Married,4,0,1336
Claire Coleman,Male,53,North Christophertown,Iowa,USA,7/2/2023,64890.9,Middle,Master's,Single,0,0,1337
Eric Sherman,Female,48,New Anneton,Delaware,USA,3/28/2025,19505,Low,Bachelor's,Married,0,0,1338
Douglas Grant,Female,68,Jeremyville,New Mexico,USA,12/31/2022,61045.82,Middle,High School,Married,1,0,1339
Wendy Reyes,Male,42,New Ashley,Louisiana,USA,4/16/2024,87039.53,Middle,High School,Married,2,1,1340
Jennifer Graham MD,Female,58,North Janeport,Alabama,USA,4/9/2021,64106.94,Middle,Master's,Married,1,0,1341
Austin Kelly,Male,40,Lake Joseshire,Mississippi,USA,11/23/2021,60665.94,Middle,Associate Degree,Single,1,0,1342
Dennis Miller,Female,60,Pollardland,Arizona,USA,4/22/2024,32574.57,Lower-Middle,Bachelor's,Single,2,0,1343
Brenda Hernandez,Male,35,Brianchester,New York,USA,8/20/2022,55936.77,Lower-Middle,Bachelor's,Single,0,0,1344
Cindy Richmond,Male,36,West Carla,Michigan,USA,2/14/2023,35351.67,Lower-Middle,Bachelor's,Single,0,0,1345
Mackenzie Taylor,Male,51,East Charlesberg,Maryland,USA,2/10/2024,41663.15,Lower-Middle,Bachelor's,Single,2,1,1346
Patricia Wilkerson,Female,33,South Jamestown,New York,USA,7/19/2021,38232.36,Lower-Middle,Bachelor's,Married,3,0,1347
Joe Carter,Female,34,Calebmouth,Arkansas,USA,12/17/2024,86091.6,Middle,PhD,Single,0,1,1348
Wendy Phillips,Male,37,Tuckerton,Arizona,USA,9/23/2024,70920.55,Middle,Bachelor's,Married,0,0,1349
Darrell Vasquez,Female,51,Terryburgh,Wyoming,USA,4/3/2024,81014.74,Middle,Associate Degree,Married,2,0,1350
Micheal Walsh,Male,63,Patelside,Alaska,USA,3/7/2021,40147.97,Lower-Middle,Bachelor's,Married,2,0,1351
Justin Espinoza,Male,51,Castillohaven,Idaho,USA,6/11/2024,62861.48,Middle,Bachelor's,Divorced,1,0,1352
Theresa Maddox,Female,59,Stephenschester,Arizona,USA,11/3/2020,44878.6,Lower-Middle,Bachelor's,Married,2,0,1353
Manuel Barber,Female,46,Garyfort,Michigan,USA,7/7/2022,46483.21,Lower-Middle,High School,Married,1,0,1354
Sandra Martin,Male,25,Port Alicia,New Mexico,USA,12/23/2023,67041.65,Middle,Master's,Divorced,2,0,1355
Mercedes Jacobs,Female,27,Paulport,New Jersey,USA,3/1/2025,62682.05,Middle,Master's,Married,0,0,1356
Vincent Gibson,Female,46,Gilbertborough,Illinois,USA,1/23/2022,64293.45,Middle,Associate Degree,Married,2,0,1357
Daniel Wood,Male,38,West Regina,Idaho,USA,6/11/2020,41158.12,Lower-Middle,High School,Single,1,0,1358
Mr. Nathaniel Clark Jr.,Male,33,North Juliaview,Washington,USA,8/26/2020,61913.88,Middle,High School,Divorced,1,0,1359
Antonio Tate,Female,43,South Davidchester,Tennessee,USA,12/2/2023,65215.59,Middle,PhD,Married,1,0,1360
Michael Bennett,Male,51,New Paulafort,Utah,USA,3/23/2024,49872,Lower-Middle,Bachelor's,Married,1,1,1361
Desiree Clark,Male,40,Lake Justin,Connecticut,USA,11/26/2020,55920.96,Lower-Middle,Associate Degree,Single,2,0,1362
Daniel Russell,Female,58,Lake Jeffrey,Wyoming,USA,7/24/2022,35320.59,Lower-Middle,Associate Degree,Single,2,0,1363
Lauren Green,Male,54,Stanleystad,New Mexico,USA,9/28/2024,27664.26,Low,PhD,Married,0,0,1364
Kim Carr,Male,54,Port Larry,West Virginia,USA,12/19/2021,90124.8,Upper-Middle,High School,Married,2,0,1365
Michele Smith,Female,74,East Jamesmouth,Kansas,USA,8/3/2022,63072.54,Middle,High School,Single,1,0,1366
Ronald Cooke,Female,37,Brittanyborough,Delaware,USA,11/28/2024,54616.24,Lower-Middle,Associate Degree,Divorced,2,0,1367
Jeremiah Stewart,Male,50,Stephenborough,South Dakota,USA,7/1/2023,71973.52,Middle,Associate Degree,Single,1,0,1368
Wesley King,Male,61,New Ronaldville,South Dakota,USA,4/12/2021,46948.34,Lower-Middle,High School,Married,1,1,1369
Richard Cantrell,Female,47,Ginaburgh,South Dakota,USA,5/4/2024,61652.32,Middle,Bachelor's,Married,3,0,1370
Daniel Chen,Female,57,East Marktown,North Carolina,USA,10/31/2023,76593.76,Middle,PhD,Married,0,1,1371
Jordan Chavez,Female,41,Bradymouth,Nevada,USA,12/10/2021,43469.02,Lower-Middle,High School,Married,1,0,1372
Charles Brown,Female,48,Perezfort,Maryland,USA,7/7/2023,52619.97,Lower-Middle,Bachelor's,Married,1,0,1373
Michelle Holmes,Male,24,New Justinside,Virginia,USA,12/17/2024,39288.56,Lower-Middle,High School,Married,1,0,1374
Rhonda Stark,Female,74,Wilsonbury,Wyoming,USA,3/10/2023,72528.31,Middle,Bachelor's,Married,1,0,1375
Stephanie Hoover,Female,57,Lindseyville,South Dakota,USA,10/21/2024,63080.63,Middle,Master's,Divorced,0,0,1376
Cory Lopez,Male,62,Hannahborough,Louisiana,USA,3/24/2022,77575.34,Middle,Bachelor's,Single,2,0,1377
Patricia Petersen,Female,52,Port Alexville,Hawaii,USA,8/24/2020,72642.36,Middle,Master's,Widowed,1,0,1378
Austin Thomas,Male,32,Rebekahmouth,Montana,USA,2/13/2024,56078.74,Lower-Middle,Bachelor's,Divorced,0,0,1379
Sarah Franklin,Female,21,Perrychester,Virginia,USA,6/17/2022,66161.7,Middle,PhD,Married,3,0,1380
Valerie Smith,Female,61,Gailstad,Colorado,USA,12/17/2024,66322.04,Middle,Bachelor's,Married,0,0,1381
Emily Parker,Female,41,Melissatown,New Hampshire,USA,8/24/2021,71001.85,Middle,Bachelor's,Single,0,0,1382
Christopher Gibbs,Male,35,North Cindy,Illinois,USA,8/25/2020,81996.24,Middle,High School,Married,2,0,1383
Scott Martin,Male,46,Harrisonchester,Alabama,USA,7/24/2024,43642.81,Lower-Middle,High School,Divorced,2,0,1384
David Stewart,Female,42,North Teresa,Connecticut,USA,8/10/2022,31855.21,Lower-Middle,Associate Degree,Married,0,0,1385
Natalie Flores,Male,50,East Adamport,Oregon,USA,9/7/2024,44231.62,Lower-Middle,High School,Single,0,0,1386
Joan Johnson,Male,44,Richmondburgh,Minnesota,USA,3/2/2023,67091.72,Middle,High School,Married,2,0,1387
Andrew Moore,Male,52,Gilltown,Maryland,USA,4/14/2025,66206.38,Middle,High School,Married,0,0,1388
Alyssa Burke,Male,61,Phillipsborough,Kansas,USA,3/14/2021,51467.81,Lower-Middle,Bachelor's,Widowed,0,0,1389
Michael Smith,Male,32,Wilsonton,New Hampshire,USA,2/8/2022,55923.42,Lower-Middle,Bachelor's,Single,1,0,1390
Lindsey Ortiz,Male,38,South Janestad,Louisiana,USA,6/22/2024,47485.55,Lower-Middle,Bachelor's,Single,2,0,1391
Kathleen Savage,Female,42,South Michael,New Hampshire,USA,2/17/2021,58393.59,Lower-Middle,High School,Divorced,1,0,1392
Albert Sanchez,Female,71,Port Stephenmouth,Michigan,USA,11/8/2024,49594.09,Lower-Middle,High School,Married,3,0,1393
Ashley Boone,Male,39,South Kayla,South Carolina,USA,9/8/2022,84552.13,Middle,Master's,Married,2,0,1394
Victoria Mcintyre,Female,40,New Angela,Rhode Island,USA,7/24/2021,79842.58,Middle,Bachelor's,Married,2,0,1395
Devin Rice,Female,50,North Theresa,Alabama,USA,3/27/2025,70856.83,Middle,High School,Single,0,0,1396
Jay Guzman,Female,41,Lake Kimberlyfurt,West Virginia,USA,10/11/2024,60468.74,Middle,Bachelor's,Married,0,0,1397
Johnny Moore,Female,70,Wardfurt,Missouri,USA,1/21/2021,77087.98,Middle,Bachelor's,Divorced,1,0,1398
Andrew Roman,Male,64,Mariaport,Idaho,USA,1/24/2023,61481.08,Middle,Bachelor's,Married,2,0,1399
Mr. Thomas Alvarado MD,Female,45,North Jillian,Colorado,USA,2/13/2024,62417.64,Middle,Bachelor's,Married,0,0,1400
Michelle Hurley,Female,50,Port Emma,Delaware,USA,6/18/2020,34080.31,Lower-Middle,Bachelor's,Married,1,0,1401
David Mccarthy,Male,24,Ricemouth,California,USA,12/17/2021,63910.16,Middle,Bachelor's,Married,0,0,1402
Eric Todd,Male,52,North Darrell,Wyoming,USA,4/12/2024,40632.37,Lower-Middle,Bachelor's,Married,1,0,1403
Victoria Sanders,Female,53,Taylorbury,Mississippi,USA,8/31/2024,53957.56,Lower-Middle,Bachelor's,Single,0,0,1404
Joseph Fischer,Female,39,Lake Jeffrey,Mississippi,USA,9/7/2024,62534.48,Middle,Bachelor's,Married,2,0,1405
Rachel James,Female,33,Millsborough,Virginia,USA,4/20/2021,46519.61,Lower-Middle,Master's,Divorced,2,0,1406
Jason Spencer,Female,65,New Bobbyville,Utah,USA,6/17/2021,67180.72,Middle,High School,Married,1,0,1407
Meagan Alvarez,Female,42,New Matthewberg,Florida,USA,6/25/2021,75775.96,Middle,Bachelor's,Single,0,0,1408
Gabriel Henson,Female,50,Cassandrafurt,Colorado,USA,9/1/2024,46742.83,Lower-Middle,Bachelor's,Single,0,0,1409
Cassandra Lowe,Male,21,Port Michelletown,Maine,USA,6/27/2024,61760.87,Middle,Bachelor's,Married,0,0,1410
Sherri Ware,Female,41,Lake Amanda,South Carolina,USA,8/25/2022,41303.07,Lower-Middle,Associate Degree,Married,1,0,1411
Sean Haley,Female,58,Port Christopherborough,Alabama,USA,7/16/2022,42496.14,Lower-Middle,High School,Married,1,0,1412
Ryan Serrano,Male,40,Shannonfort,Texas,USA,11/25/2020,64650.52,Middle,Bachelor's,Single,2,0,1413
Jeffery Jones,Male,48,New Kellyville,New Mexico,USA,2/17/2022,70701.55,Middle,Bachelor's,Single,1,1,1414
